id,gender,age,educstat,educstatgroup,birthreg,growup,birthpatreg,educstatpat,edustatpatgroup,educstatmat,educstatmatgroup,workstat,retireddummy,hhsize,hhsizegroup,lifestyle,voteintparty2,voteintparty,turnout,voteintakp,voteintchp,voteintmhp,voteintbdp,voteintRL,voteint4major,voteint4major2,affiliat,affliatngo,affiliatparty,affiliatchamb,minrights,warenem,usearm,politban,instbest,tradlifeforce,freedomseparat,patrcitizen,lifestylecompare,interethmarriage,minschool,turkeyleader,badhabits,privresp,alcoholsalat,obstructtransport,leaderjeernew,leaderjeer,preg,intermarry,polapol,libcons,leftright,authanti,secularanti,outin,pacmil,egalelit,nationalist,globloc,europas,headcover,ethnicity,ethnicdummy,religion,religdummy,religiosity,hhincome,loghhincome,region,resarea,resarearural,incomebrac,gini2011pers,gini2012pers,gini2013pers,gini2014pers,gini2011hh,gini2012hh,gini2013hh,gini2014hh,sedi,factor1,factor2,factor3,factor4,socialorder,useofforce,p1,p2,p3,p4,p5
990,Female,48,Literate w/out degree,Under high school,Southeastern Anatolia,Others,Southeastern Anatolia,Primary school graduate,Under high school,Illiterate,Under high school,Housewife,Working,3,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Absolutely right,Wrong,Absolutely right,Right,Neither right nor wrong,Wrong,Absolutely right,Absolutely Wrong,Absolutely Wrong,Wrong,Absolutely right,Wrong,Absolutely right,Wrong,Absolutely Wrong,Absolutely Right,Absolutely right,Right,Absolutely right,Political - Describes me well,Conservative - Describes me well,No opinion,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me very well,Elitist - Describes me well,Nationalist - Describes me well,Universal - Describes me very well,No opinion,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Religious,0,,Southeastern Anatolia,Urban,Others,Lower class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,.60007852,-1.273584,-1.0115377,.58683479,31.745848,65.030739,,,,,
991,Male,66,University graduate,University,Western Black Sea,Others,Western Black Sea,Secondary school graduate,Under high school,Primary school graduate,Under high school,Retired,Retired,2,1-2 persons,Traditional conservative,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Affiliated,Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Wrong,,Right,Right,Right,Right,Neither right nor wrong,Right,Right,Right,Right,Absolutely right,Right,Right,Wrong,Wrong,Right,Wrong,Apolitical - Describes me very well,Liberal - Describes me well,No opinion,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me very well,Pacifist - Describes me very well,Elitist - Describes me very well,Nationalist - Describes me very well,Universal - Describes me very well,European - Describes me well,No head cover,Other,Non-Kurdish,Alevi Muslim,Alawite,Religious,3500,8.1605186,Western Black Sea,Urban,Others,Upper class,.33500001,.338,.331,.34,.333,.33700001,.329,.33899999,1.7174,,,,,50.398224,55.509525,.017693052,.91541743,.013574765,.0010458532,.052268889
992,Male,64,High school graduate,High school,Middle Eastern Anatolia,Others,Middle Eastern Anatolia,High school graduate,High school,Primary school graduate,Under high school,Retired,Retired,3,3-5 persons,Traditional conservative,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Neither right nor wrong,Right,Right,Wrong,Wrong,Wrong,Absolutely Wrong,Absolutely Wrong,Right,Wrong,Absolutely Wrong,Absolutely right,Absolutely Wrong,Wrong,Right,Right,Wrong,Wrong,Political - Describes me well,No opinion,No opinion,Anti-authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Universal - Describes me very well,No opinion,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,,,Western Black Sea,Urban,Others,,.33500001,.338,.331,.34,.333,.33700001,.329,.33899999,1.7174,.5533874,-1.7601379,-1.2932819,.47974414,26.550596,63.293224,,,,,
993,Male,32,High school graduate,High school,Southeastern Anatolia,Others,Southeastern Anatolia,Primary school graduate,Under high school,Illiterate,Under high school,Worker,Working,,,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Wrong,Right,Neither right nor wrong,Wrong,Wrong,Neither right nor wrong,Absolutely Wrong,Wrong,Neither right nor wrong,,Right,Wrong,Right,Wrong,Right,Absolutely Wrong,Absolutely Wrong,Right,Neither right nor wrong,Political - Describes me well,Conservative - Describes me well,Right-winger - Describes me well,Authoritarian - Describes me very well,Anti-secular - Describes me well,Self-enclosed - Describes me well,Pacifist - Describes me well,Egalitarian - Describes me well,Nationalist - Describes me well,Local - Describes me very well,Asian - Describes me very well,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Believer,1300,7.1701198,Southeastern Anatolia,Metropolitan,Others,,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-.70892006,-.08893428,-.37719402,-.65927041,43.442909,44.813065,.22021693,.076655835,.0039412873,.61272144,.086464502
994,Female,41,,,Aegean,Others,Aegean,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,5,3-5 persons,Traditional conservative,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Apolitical - Describes me well,Conservative - Describes me very well,No opinion,Authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Universal - Describes me very well,Asian - Describes me very well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,700,6.5510802,Aegean,Urban,Others,Lower class,.39700001,.382,.37,.35800001,.40000001,.391,.382,.373,3.7437999,.55081207,-.28616551,-.047777444,.4546214,49.517223,62.885616,,,,,
995,Male,18,High school graduate,High school,Eastern Marmara,Others,Central ANatolia,University graduate,University,University graduate,University,Student,Working,4,3-5 persons,Modern,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Neither right nor wrong,Wrong,Neither right nor wrong,Right,Wrong,Absolutely right,Neither right nor wrong,Wrong,Right,Right,Wrong,Right,No opinion,Conservative - Describes me very well,No opinion,No opinion,Secular - Describes me very well,Outward looking - Describes me well,No opinion,Egalitarian - Describes me very well,Nationalist - Describes me very well,Universal - Describes me well,Asian - Describes me well,Bachelor man,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,6000,8.6995144,Western Black Sea,Urban,Others,Upper class,.33500001,.338,.331,.34,.333,.33700001,.329,.33899999,1.7174,-.7092244,-.19324052,-.21345671,-.70951957,46.462162,43.997787,.23996615,.37201801,.19654411,.0055892491,.18588249
996,Female,35,Primary school graduate,Under high school,Western Marmara,Rural,Western Marmara,Primary school graduate,Under high school,Illiterate,Under high school,Housewife,Working,4,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Neither right nor wrong,Wrong,Right,Wrong,Neither right nor wrong,Right,Right,Right,Wrong,Wrong,Absolutely right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Apolitical - Describes me well,Conservative - Describes me very well,No opinion,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me well,Nationalist - Describes me very well,Local - Describes me very well,No opinion,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,2000,7.6009026,Western Marmara,Urban,Others,New middle,.36500001,.35600001,.33700001,.333,.37799999,.38,.359,.37,2.8722999,-.12416203,-.65674931,-.30216718,-.20989734,44.826374,52.104004,.51776665,.14967838,.091074541,.0089404015,.23254003
997,Male,20,University graduate,University,Western Black Sea,Others,Western Black Sea,University graduate,University,High school graduate,High school,Student,Working,1,1-2 persons,Traditional conservative,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Political - Describes me very well,Liberal - Describes me very well,Right-winger - Describes me very well,Authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Local - Describes me very well,Asian - Describes me well,Bachelor man,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,840,6.7334018,Western Black Sea,Urban,Others,Upper class,.33500001,.338,.331,.34,.333,.33700001,.329,.33899999,1.7174,.16203922,-.93207175,-1.0975962,.24819952,30.158972,59.536484,.1382108,.43327576,.29828113,.0079198927,.12231243
998,Female,33,University graduate,University,Southeastern Anatolia,Others,Southeastern Anatolia,Primary school graduate,Under high school,Literate w/out degree,Under high school,"Works, other",Working,8,6-8 persons,Modern,HDP,BDP,Voter,No,No,No,Yes,Center-Left,BDP,BDP,Affiliated,Not Affiliated,Not Affiliated,Affiliated,Right,Neither right nor wrong,Absolutely Wrong,Absolutely Wrong,Wrong,Wrong,Wrong,Wrong,Absolutely Wrong,Absolutely right,Absolutely Wrong,Absolutely right,Wrong,Neither right nor wrong,Wrong,Absolutely Wrong,Absolutely Right,Absolutely right,Right,Right,Political - Describes me very well,Liberal - Describes me very well,Left-winger - Describes me very well,Anti-authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Anti-nationalist - Describes me very well,Universal - Describes me very well,European - Describes me very well,No head cover,Kurdish,Kurdish,Sunni Muslim,Others,Believer,900,6.8023949,Southeastern Anatolia,Rural,Rural,Lower class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-1.5989788,-.53832519,-.87780702,-1.517719,34.211796,30.885,.019892203,.073873311,.0004622647,.88058865,.025183551
999,Male,21,High school graduate,High school,Southeastern Anatolia,Others,Southeastern Anatolia,Primary school graduate,Under high school,Literate w/out degree,Under high school,Student,Working,7,6-8 persons,Traditional conservative,,,,,,,,,,,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Right,Right,Wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Wrong,Right,Wrong,Neither right nor wrong,Wrong,Right,Wrong,Neither right nor wrong,Wrong,Wrong,Right,Neither right nor wrong,No opinion,Conservative - Describes me well,Right-winger - Describes me well,Authoritarian - Describes me well,Anti-secular - Describes me well,No opinion,Pacifist - Describes me well,Egalitarian - Describes me well,No opinion,No opinion,No opinion,Bachelor man,,,,,,1500,7.3132205,Southeastern Anatolia,Metropolitan,Others,Lower class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,.42217848,-.64291698,-.88548219,.50057667,34.070271,63.631226,,,,,
1000,Female,39,Primary school graduate,Under high school,Western Black Sea,Others,Western Black Sea,Primary school graduate,Under high school,Literate w/out degree,Under high school,Private sector,Working,3,3-5 persons,Traditional conservative,MHP,MHP,Voter,No,No,Yes,No,Center-Right,MHP,MHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Wrong,Absolutely Wrong,Right,Wrong,Right,Wrong,Neither right nor wrong,Right,Wrong,Wrong,Absolutely right,Wrong,Absolutely right,Absolutely Wrong,Right,Wrong,Wrong,Absolutely right,Right,Apolitical - Describes me very well,Conservative - Describes me very well,No opinion,No opinion,Secular - Describes me very well,Outward looking - Describes me well,Militarist - Describes me well,Elitist - Describes me very well,Nationalist - Describes me very well,Local - Describes me well,No opinion,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,850,6.7452364,Western Black Sea,Urban,Others,Lower middle,.33500001,.338,.331,.34,.333,.33700001,.329,.33899999,1.7174,-.52138424,-.38833019,.0054380563,-.67192644,50.498497,44.607723,.44627532,.260077,.053019702,.025060883,.21556711
1001,Female,43,Primary school graduate,Under high school,Aegean,Rural,Aegean,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,3,3-5 persons,Religious conservative,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Neither right nor wrong,Right,Right,Neither right nor wrong,Wrong,Right,Wrong,Wrong,Right,Neither right nor wrong,Apolitical - Describes me very well,Conservative - Describes me well,No opinion,Authoritarian - Describes me well,Anti-secular - Describes me well,Self-enclosed - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me well,Anti-nationalist - Describes me well,Local - Describes me very well,Asian - Describes me well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,850,6.7452364,Aegean,Urban,Others,New middle,.39700001,.382,.37,.35800001,.40000001,.391,.382,.373,3.7437999,-.14966856,.60540003,.0071431426,-.021152958,50.529938,55.166325,.52138102,.19432077,.075274244,.016353471,.19267052
1002,Female,34,Primary school graduate,Under high school,Eastern Marmara,Rural,Eastern Marmara,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,4,3-5 persons,Traditional conservative,,,,,,,,,,,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Wrong,Right,Right,Wrong,Wrong,Right,Neither right nor wrong,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,No opinion,Conservative - Describes me well,Right-winger - Describes me well,Authoritarian - Describes me well,Secular - Describes me well,Self-enclosed - Describes me well,Pacifist - Describes me very well,Elitist - Describes me very well,Anti-nationalist - Describes me very well,Universal - Describes me well,European - Describes me well,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,2500,7.8240461,Western Marmara,Urban,Others,New middle,.36500001,.35600001,.33700001,.333,.37799999,.38,.359,.37,2.8722999,-.35624397,.1970178,.21218467,-.34186122,54.310825,49.962933,.60456562,.10931017,.072476938,.006967817,.20667943
1003,Male,67,University graduate,University,Eastern Marmara,Others,Eastern Marmara,,,University graduate,University,Retired,Retired,2,1-2 persons,Modern,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Neither right nor wrong,Wrong,Right,Neither right nor wrong,Right,Neither right nor wrong,Absolutely Wrong,Wrong,Neither right nor wrong,Right,Absolutely right,Neither right nor wrong,Absolutely right,Absolutely Wrong,Absolutely Wrong,Neither right nor wrong,Absolutely right,No opinion,No opinion,No opinion,No opinion,Secular - Describes me very well,No opinion,,Egalitarian - Describes me well,Nationalist - Describes me well,Universal - Describes me very well,No opinion,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,,,Western Black Sea,Urban,Others,,.33500001,.338,.331,.34,.333,.33700001,.329,.33899999,1.7174,.49792907,1.2658495,.69582093,.58311617,63.228893,64.970406,,,,,
1004,Male,37,Post-graduate / Doctorate,University,Southeastern Anatolia,Others,Southeastern Anatolia,Primary school graduate,Under high school,Literate w/out degree,Under high school,Self-employed,Working,3,3-5 persons,Modern,HDP,BDP,Voter,No,No,No,Yes,Center-Left,BDP,BDP,Affiliated,Not Affiliated,Not Affiliated,Affiliated,Right,Wrong,Absolutely Wrong,Absolutely Wrong,Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Right,Absolutely Wrong,Wrong,Absolutely right,Absolutely Wrong,Absolutely Right,Absolutely right,Absolutely right,Absolutely right,Political - Describes me well,No opinion,Left-winger - Describes me well,Anti-authoritarian - Describes me very well,No opinion,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Anti-nationalist - Describes me very well,Universal - Describes me very well,No opinion,No head cover,Kurdish,Kurdish,Sunni Muslim,Others,Believer,4000,8.2940493,Southeastern Anatolia,Rural,Rural,Upper class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-2.3626609,.37917912,-.18594748,-2.2609713,46.969421,18.825966,.034414787,.097579338,.00073976238,.83357292,.033693179
